name_distinct,review
Oko Caribe - 72.0%,smooth
Oko Caribe - 72.0%, spicy
Oko Caribe - 72.0%, cocoa
"Fazenda Camboa, 2017 harvest - 70.0%",creamy
"Fazenda Camboa, 2017 harvest - 70.0%", dried fruit
"Fazenda Camboa, 2017 harvest - 70.0%", nutty
"Maranon Canyon, Fortunato No. 4 - 68.0%",oily
"Maranon Canyon, Fortunato No. 4 - 68.0%", citrus
"Maranon Canyon, Fortunato No. 4 - 68.0%", orange
Choroni - 61.0%,sweet
Choroni - 61.0%, peanut butter
Chuao - 77.0%,red berry
Chuao - 77.0%, bitter
Chuao - 77.0%, roasty
Chuao - 77.0%, sour
"Principe, Sao Tome & Principe - 100.0%",chalky
"Principe, Sao Tome & Principe - 100.0%", musty
"Principe, Sao Tome & Principe - 100.0%", very bitter
Terreiro Velho P. w/ sugar crystals - 80.0%,bitter
Terreiro Velho P. w/ sugar crystals - 80.0%, light lime
Terreiro Velho P. w/ sugar crystals - 80.0%, sour
"Terreiro Velho P., Sao Tome & Principe - 75.0%",dry
"Terreiro Velho P., Sao Tome & Principe - 75.0%", sandy
"Terreiro Velho P., Sao Tome & Principe - 75.0%", cocoa
"Terreiro Velho P., Sao Tome & Principe - 75.0%", coffee
"Terreiro Velho P., Sao Tome & Principe - 73.5%",short
"Terreiro Velho P., Sao Tome & Principe - 73.5%",mild cocoa
"Terreiro Velho P., Sao Tome & Principe - 73.5%", mild fruit
Oko Caribe - 70.0%,spice
Oko Caribe - 70.0%, earthy
Oko Caribe - 70.0%, honey
Oko Caribe - 70.0%, sour
Pisa - 79.0%,blueberry
Pisa - 79.0%, sweet edge
Pisa - 79.0%, pure
"Camino Verde P., Balao, Guayas, 2014, batch 1 - 73.0%",creamy
"Camino Verde P., Balao, Guayas, 2014, batch 1 - 73.0%", floral
"Camino Verde P., Balao, Guayas, 2014, batch 1 - 73.0%", bourbon
Ucayali - 70.0%,balanced
Ucayali - 70.0%, anise
Ucayali - 70.0%, creamy
St. Lucia - 70.0%,raw
St. Lucia - 70.0%, dirty
St. Lucia - 70.0%, metallic
St. Lucia - 70.0%, dry
"Maranon, batch 244PEmaD - 68.0%",molasses
"Maranon, batch 244PEmaD - 68.0%", dried fruit
"Maranon, batch 244PEmaD - 68.0%", tart
"Maranon, batch 244PEmaD - 68.0%", off
"Sambirano, batch 236MAsaD77 - 77.0%",Rich cocoa
"Sambirano, batch 236MAsaD77 - 77.0%", tart
"Sambirano, batch 236MAsaD77 - 77.0%", papery
"Tumaco, batch 227COtm - 70.0%",sweet
"Tumaco, batch 227COtm - 70.0%", cocoa
"Tumaco, batch 227COtm - 70.0%", cardboard off
Carenero Superior - 80.0%,very sour
Carenero Superior - 80.0%, mildly bitter
Esmeraldas - 88.0%,slightly burnt
Esmeraldas - 88.0%, mildly bitter
Moxos - 72.0%,dry
Moxos - 72.0%, coffee
Moxos - 72.0%, sour
Ocumare - 70.0%,minty
Ocumare - 70.0%, nutty
Ocumare - 70.0%, nutmeg
Sur del Lago - 70.0%,cocoa then roasted nut
Camino Verde - 76.0%,bold
Camino Verde - 76.0%, roasty
Camino Verde - 76.0%, sticky
Camino Verde - 76.0%, brownie
"Tien Giang, 2015, batch 10-2-16 - 78.0%",woody
"Tien Giang, 2015, batch 10-2-16 - 78.0%", nutty
"Tien Giang, 2015, batch 10-2-16 - 78.0%", off sour note
Malah Na Bulong - 70.0%,cocoa
Malah Na Bulong - 70.0%, grass
Malah Na Bulong - 70.0%, off notes
"Ivory Coast, Rainforest Alliance, batch 7 - 70.0%",off
"Ivory Coast, Rainforest Alliance, batch 7 - 70.0%", harsh
"Ivory Coast, Rainforest Alliance, batch 7 - 70.0%", dirty
"Ivory Coast, Rainforest Alliance, batch 7 - 70.0%", chemical
Ucayali - 68.0%,spicy
Ucayali - 68.0%, vanilla
Ucayali - 68.0%, sweet
Ucayali - 68.0%, cocoa
Kokoa Kamili - 75.0%,cocoa
Kokoa Kamili - 75.0%, mild fruit
"Sambirano, Menava P. - 72.0%",creamy
"Sambirano, Menava P. - 72.0%", woodsy
"Sambirano, Menava P. - 72.0%", cocoa
"Porcelana, Tabasco, Mexico - 72.0%",intense
"Porcelana, Tabasco, Mexico - 72.0%", tangy
"Porcelana, Tabasco, Mexico - 72.0%", berry
"Porcelana, Tabasco, Mexico - 72.0%", sour
"Porcelana, Venezuela - 72.0%",lemon
"Porcelana, Venezuela - 72.0%", sour
"Porcelana, Venezuela - 72.0%", slight metallic
"Porcelana, Apotequil - 72.0%",creamy
"Porcelana, Apotequil - 72.0%", buttery
"Porcelana, Apotequil - 72.0%", non descript
"Porcelana, Apotequil - 62.0%",woodsy
"Porcelana, Apotequil - 62.0%", nutty
Chuao 100hr - 70.0%,slow
Chuao 100hr - 70.0%, less intense berry
Chuao 100hr - 70.0%, nutty
Chuao 70hr - 70.0%,dark berry
Chuao 70hr - 70.0%, winey
"Los Rios, H. Iara - 72.0%",harsh aroma
"Los Rios, H. Iara - 72.0%", melon floral
"Los Rios, H. Iara - 72.0%",off
Chuao - 70.0%,fruity
Chuao - 70.0%, bland
Trinidad - 72.0%,dry
Trinidad - 72.0%, spicy
Trinidad - 72.0%, woody
Grenada - 72.0%,coffee and cocoa
Jamaica - 72.0%,oily
Jamaica - 72.0%, fatty
Jamaica - 72.0%, rum
Ocumare 61 - 72.0%,oily
Ocumare 61 - 72.0%, coffee
Ecuador Puristique - 100.0%,high intensity bitter
Ghana Puristique - 85.0%,silky
Ghana Puristique - 85.0%, minty
Madagascar - 70.0%,sandy
Madagascar - 70.0%, sweet
Madagascar - 70.0%, tart red berry
"Uba Budo, Sao Tome & Principe - 72.0%",creamy
"Uba Budo, Sao Tome & Principe - 72.0%", nutty
"Uba Budo, Sao Tome & Principe - 72.0%", cocoa
"Ecuador, Puristique - 65.0%",oily
"Ecuador, Puristique - 65.0%", fragrant
"Ecuador, Puristique - 65.0%", spciy
Ghana - 75.0%,oily
Ghana - 75.0%, rich cocoa
Ghana - 75.0%, nutty
Sensations Intense - 70.0%,this is not chocolate
"Tanzania, batch a1 - 75.0%",spice
"Tanzania, batch a1 - 75.0%", roasty
"Tanzania, batch a1 - 75.0%", off fatty note
"Bahia, batch a1213 - 65.0%",sandy
"Bahia, batch a1213 - 65.0%", sweet
"Bahia, batch a1213 - 65.0%", smokey
"Namau Village, N. Taileva P., batch a2812 - 67.0%",acidic
"Namau Village, N. Taileva P., batch a2812 - 67.0%", sweet
"Namau Village, N. Taileva P., batch a2812 - 67.0%", cucumber
"Vanuatu, batch 2410 - 64.0%",sandy
"Vanuatu, batch 2410 - 64.0%", sweet
"Vanuatu, batch 2410 - 64.0%", spicy
"Vanuatu, batch 2410 - 64.0%", roasty
"Djual Island, batch 1712 - 75.0%",sandy
"Djual Island, batch 1712 - 75.0%", sweet
"Djual Island, batch 1712 - 75.0%", nutty
"New Ireland, batch 1702 - 70.0%",true to sugar
"New Ireland, batch 1702 - 70.0%", molasses
"Vanuatu, batch 2410 - 83.0%",banana nut
"""heirloom"", Arriba Nacional - 85.0%",oily
"""heirloom"", Arriba Nacional - 85.0%", mild bitter
"""heirloom"", Arriba Nacional - 85.0%", nutty
"""heirloom"", Arriba Nacional - 85.0%", fruit
"""heirloom"", Arriba Nacional - 73.0%",creamy
"""heirloom"", Arriba Nacional - 73.0%", complex
"""heirloom"", Arriba Nacional - 73.0%", fruity
"Zorzal, batch 40 - 70.0%",deep cherry
"Zorzal, batch 40 - 70.0%", earthy
"Zorzal, batch 40 - 70.0%", rubbery
"Aruaca, batch 39 - 70.0%",nutty
"Aruaca, batch 39 - 70.0%", citrus
"Camino Verde, batch 84 - 70.0%",bold
"Camino Verde, batch 84 - 70.0%", black tea
"Camino Verde, batch 84 - 70.0%", floral
"Camino Verde, batch 84 - 70.0%", banana
"Wampusirpi, batch 41 - 70.0%",banana
"Wampusirpi, batch 41 - 70.0%", spicy
"Wampusirpi, batch 41 - 70.0%", grassy
"Anamalai, Pollachi City, batch 148 - 70.0%",sticky
"Anamalai, Pollachi City, batch 148 - 70.0%", cocoa
"Anamalai, Pollachi City, batch 148 - 70.0%", honey
"Lachua, Cacao Verapaz, 2018 harvest, batch 20092 - 70.0%",sandy
"Lachua, Cacao Verapaz, 2018 harvest, batch 20092 - 70.0%", sweet
"Lachua, Cacao Verapaz, 2018 harvest, batch 20092 - 70.0%", basic cocoa base
"Pisa, 2020 harvest, batch 20111 - 70.0%",rich malt
"Maya Mountain, 2020 harvest, batch 20107 - 75.0%",raspberry
"Maya Mountain, 2020 harvest, batch 20107 - 75.0%", cocoa
"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098 - 70.0%",raisins
"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098 - 70.0%", honey
"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098 - 70.0%", molassses
"Comalcalco, Tabasco, b. 2370003, 2019 harvest - 73.0%",deep cocoa
"Comalcalco, Tabasco, b. 2370003, 2019 harvest - 73.0%", fruit
"Comalcalco, Tabasco, b. 2370003, 2019 harvest - 73.0%", melon
"Daintree Estates, N. Queensland - 70.0%",vanilla
"Daintree Estates, N. Queensland - 70.0%", banana
"Daintree Estates, N. Queensland - 70.0%", citrus
Goodman Estate - 70.0%,sandy
Goodman Estate - 70.0%, candy like vanilla
Goodman Estate - 70.0%, off
"Dominican Republic, batch 7 - 72.0%",hammy
"Dominican Republic, batch 7 - 72.0%", sour
"Dominican Republic, batch 7 - 72.0%", astringent
Crayfish Bay aka Non Pariel Estate - 70.0%,off
Crayfish Bay aka Non Pariel Estate - 70.0%, pungent
Crayfish Bay aka Non Pariel Estate - 70.0%, intense
O'Payo - 70.0%,oily
O'Payo - 70.0%, grapes
O'Payo - 70.0%, pungent
Robson Estate - 70.0%,floral
Robson Estate - 70.0%, sour
Robson Estate - 70.0%, synthetic
Robson Estate - 70.0%, off
Los Rios - 70.0%,floral
Los Rios - 70.0%, banana
"Angel Bar, Nicaragua, Madagascar - 65.0%",sweet
"Angel Bar, Nicaragua, Madagascar - 65.0%", vinegar
"Puerto Rico, collab w/ USDA (Juan Echevarria) - 68.0%",harsh woody/green
"Puerto Rico, collab w/ USDA (Juan Echevarria) - 68.0%", cocoa base
Anamalai - 72.0%,fresh fruit
Anamalai - 72.0%, sour cherry
Anamalai - 72.0%, roasty
"Ucayali, collab w/ USAID & Alanzo Cacao - 72.0%",raisiny
"Ucayali, collab w/ USAID & Alanzo Cacao - 72.0%", slight anise
"Ucayali, collab w/ USAID & Alanzo Cacao - 72.0%", roasty
Upala - 70.0%,dried fruit
Upala - 70.0%, tannic
Colombian - 70.0%,grassy
Colombian - 70.0%, green
Colombian - 70.0%, candy spice
"Elvesia, 2011 - 70.0%",spicy
"Elvesia, 2011 - 70.0%", fudgey
"Cumboto, farmer Jose Lugo, batch 1 - 70.0%",acidic
"Cumboto, farmer Jose Lugo, batch 1 - 70.0%", sour
"Cumboto, farmer Jose Lugo, batch 1 - 70.0%", cocoa
"Patanemo, batch 3 - 70.0%",licorice
"Patanemo, batch 3 - 70.0%", sour
"Patanemo, batch 3 - 70.0%", rich cocoa
"Mantuano, 2012, batch 1 - 70.0%",roasty
"Mantuano, 2012, batch 1 - 70.0%", oreo shell
"Mantuano, 2012, batch 1 - 70.0%", coffee
"Papua New Guinea, batch 1 - 70.0%",mild smoke
"Papua New Guinea, batch 1 - 70.0%", raspberry
"Papua New Guinea, batch 1 - 70.0%",cocoa
Buto - 70.0%,roasty
Buto - 70.0%, spicy
Buto - 70.0%, nutty
Maya Mountain - 70.0%,heavy roast
Maya Mountain - 70.0%, blackberry
"Camino Verde P., Balao, Guayas, 2013 - 70.0%",gummy
"Camino Verde P., Balao, Guayas, 2013 - 70.0%", nutty
"Camino Verde P., Balao, Guayas, 2013 - 70.0%", bourbon
"San Francisco de Macoris, Cibao region - 70.0%",cherry
"San Francisco de Macoris, Cibao region - 70.0%", rich choco
"Maya Mtn., Break Bar- Snark - 70.0%",intense
"Maya Mtn., Break Bar- Snark - 70.0%", roasty
"Maya Mtn., Break Bar- Snark - 70.0%", coffee
"Maya Mtn., Break Bar- Snark - 70.0%", raisin
"Zorzal Reserva, 2015 H., Kerchner - 70.0%",cherry
"Zorzal Reserva, 2015 H., Kerchner - 70.0%", rich choco
"Hacienda Azul, 2016 Harvest - 70.0%",cocoa
"Hacienda Azul, 2016 Harvest - 70.0%", sour
"Hacienda Azul, 2016 Harvest - 70.0%", toffee
"Hacienda Azul, 2016 Harvest - 70.0%", earthy
"Gola Rainforest, 2017 harvest - 70.0%",vegetal
"Gola Rainforest, 2017 harvest - 70.0%", high astringency
"WAMPU, La Mosquitia, 2017 harvest - 70.0%",nutty
"WAMPU, La Mosquitia, 2017 harvest - 70.0%", moderate acidity
"Anamalai, 2017 harvest - 70.0%",ripe orange
"Anamalai, 2017 harvest - 70.0%", citrus
"Ben Tre, 2018 Harvest - 70.0%",green apple
"Ben Tre, 2018 Harvest - 70.0%", sticky
"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1 - 70.0%",pungent
"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1 - 70.0%", woody
"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1 - 70.0%", choco pudding
"Anamalai, 2018 H., batch 1 - 70.0%",pungent
"Anamalai, 2018 H., batch 1 - 70.0%", sour
"Anamalai, 2018 H., batch 1 - 70.0%", tart
"Anamalai, 2018 H., batch 1 - 70.0%", intense
"Piura Blanco, 2015 h.,Norandino Coop, batch 1 - 70.0%",grape
"Piura Blanco, 2015 h.,Norandino Coop, batch 1 - 70.0%", pungent
"Anamalai, 2019 H., batch 1, nutmeg fermentation - 70.0%",orange soda
"Anamalai, 2019 H., batch 1, nutmeg fermentation - 70.0%", sour
"Kokoa Kamili, 2017 h., batch 2 - 70.0%",dairy
"Kokoa Kamili, 2017 h., batch 2 - 70.0%", honey
"Kokoa Kamili, 2017 h., batch 2 - 70.0%", cocoa
"Zorzal Estate, 2016 h., batch 1 - 70.0%",faint fruit
"Zorzal Estate, 2016 h., batch 1 - 70.0%", basic fudgey
"Vale Potumuju, 2019 h., batch 1 - 70.0%",distinct choco and graham
Dominican Republic - 70.0%,grassy
Dominican Republic - 70.0%, fruity
Dominican Republic - 70.0%, brownie
Madagascar - 70.0%,brownie
Madagascar - 70.0%, red berry
Tanzania - 70.0%,cocoa flavor dominates
"Zorzal Estate, 2017 h. - 70.0%",light caramel
"Zorzal Estate, 2017 h. - 70.0%", sl. dry
"Zorzal Estate, 2017 h. - 70.0%", earthy
Las Acacias E. - 75.0%,dark woody
Las Acacias E. - 75.0%, plum
Las Acacias E. - 75.0%, astringent
Las Acacias E. - 60.0%,wood
Las Acacias E. - 60.0%, holiday spice
Las Acacias E. - 60.0%, soap
Los Ujuxtes - 60.0%,oily
Los Ujuxtes - 60.0%, dried fruit
Los Ujuxtes - 60.0%, vanilla
Chuao - 75.0%,gummy
Chuao - 75.0%, fatty
Chuao - 75.0%, caramel
"Oscuro, Finca Chimelb - 70.0%",nutty
"Oscuro, Finca Chimelb - 70.0%", ashey
"Oscuro, Finca Chimelb - 70.0%", spicy pepper
Los Ujuxtes - 70.0%,spicy
Sambirano - 70.0%,oily
Sambirano - 70.0%, toffee
Sambirano - 70.0%, hints of fruit
Las Acacias E. - 70.0%,sweet spice
Las Acacias E. - 70.0%, floral
Los Ujuxtes - 82.0%,fatty
Los Ujuxtes - 82.0%, sunflower
Los Ujuxtes - 82.0%, peanutbutter
"Venezuela, batch 122 - 72.0%",nut
"Venezuela, batch 122 - 72.0%", tobacco
"Venezuela, batch 122 - 72.0%", burnt
"Venezuela, batch 122 - 72.0%", off notes
Vietnam - 72.0%,raisins
Vietnam - 72.0%, astringent
"DUO, batch 002, Ecuador, Costa Rica - 70.0%",floral
"DUO, batch 002, Ecuador, Costa Rica - 70.0%", licorice
"DUO, batch 002, Ecuador, Costa Rica - 70.0%", roasty
Piura - 72.0%,muted
Piura - 72.0%, creamy
Piura - 72.0%, grapes
Piura - 72.0%, fatty
Mekong Delta - 70.0%,muted
Mekong Delta - 70.0%, creamy
Mekong Delta - 70.0%, basic cocoa
Madagascar - 70.0%,sweet
Madagascar - 70.0%, strong sour
Madagascar - 70.0%, acidic
Tanzania - 70.0%,intense
Tanzania - 70.0%, sweet
Tanzania - 70.0%, brownie
Ocumare - 70.0%,roasty
Ocumare - 70.0%, nutty
Ocumare - 70.0%, sweet
Ecuador - 70.0%,bold
Ecuador - 70.0%, floral
Ecuador - 70.0%, rum
Bolivia - 75.0%,mild cherry
Bolivia - 75.0%, fatty
West Africa - 58.0%,nice melt
West Africa - 58.0%, odd rubber notes
Ghana - 70.0%,vanilla
Ghana - 70.0%, fatty
Ghana - 70.0%, basic cocoa
Rainforest - 70.0%,chalky
Rainforest - 70.0%, vanilla
Rainforest - 70.0%, caramel
Venezuela - 70.0%,fatty
Venezuela - 70.0%, powdery
Venezuela - 70.0%, nut
Venezuela - 70.0%, sl. Burnt
"Nativo, Varzea - 72.0%",texture issues
"Nativo, Varzea - 72.0%", brownie
"Selvagem, Jari - 65.0%",one dimensional
"Selvagem, Jari - 65.0%", brownie
Bundibugyo District - 70.0%,high roast
Bundibugyo District - 70.0%, intense
Bundibugyo District - 70.0%, fatty
"Sambirano Valley, batch 2477 - 70.0%",high roast
"Sambirano Valley, batch 2477 - 70.0%", fruit
Madagascar - 66.0%,sandy
Madagascar - 66.0%, cloying
Madagascar - 66.0%, rich cocoa
Costa Rica - 64.0%,dark coffee
Costa Rica - 64.0%, cocoa
Ecuador - 71.0%,cinamon
Ecuador - 71.0%, nutmeg
Ecuador - 71.0%, coffee
Ghana - 60.0%,nutty
Ghana - 60.0%, simple
Ghana - 60.0%, sweet
Papua New Guinea - 64.0%,waxy
Papua New Guinea - 64.0%, tobacco
Papua New Guinea - 64.0%, smokey
Peru - 64.0%,mild mint
Peru - 64.0%, basic cocoa
Venezuela - 66.0%,fatty
Venezuela - 66.0%, rich cocoa
Venezuela - 66.0%, roasty
Papua New Guinea - 64.0%,smokey
Papua New Guinea - 64.0%,chalky
Papua New Guinea - 64.0%,berry
Papua New Guinea - 64.0%,caramel
Elvesia - 70.0%,metallic
Elvesia - 70.0%, dirt/ earthy
Duarte Province - 70.0%,dirty
Duarte Province - 70.0%, floral
Duarte Province - 70.0%, unrefined
Duarte Province - 80.0%,mild bitter
Duarte Province - 80.0%, fatty
Duarte Province - 80.0%, grassy
"Kilombero, batch 41 - 72.0%",vanilla
"Kilombero, batch 41 - 72.0%", chemical
"Kilombero, batch 41 - 72.0%", rubber
"Monte Grande, batch 178 - 72.0%",smokey
"Monte Grande, batch 178 - 72.0%", roasty
"Monte Grande, batch 178 - 72.0%", acidic
"Monte Grande, batch 178 - 72.0%", rich
Costa Rica - 77.0%,red berry
Costa Rica - 77.0%, lingering coffee
Dominican Republic - 77.0%,sticky
Dominican Republic - 77.0%, woodsy
Dominican Republic - 77.0%, rum
Bolivian - 80.0%,intense fruit
Bolivian - 80.0%, bitter ending
Sambirano - 80.0%,sandy
Sambirano - 80.0%, flat
Sambirano - 80.0%, hint of berry
Mantuano - 75.0%,sticky
Mantuano - 75.0%, very roasty
Mantuano - 75.0%, nutty
La Red - 74.0%,earthy
La Red - 74.0%, tart
La Red - 74.0%, sour
Ecuador - 70.0%,grassy
Ecuador - 70.0%, tea
Ecuador - 70.0%, late sour
Bolivia - 75.0%,dry
Bolivia - 75.0%, mint
Bolivia - 75.0%, medicinal
"Ecuador, Choc. Garage Exclusive - 70.0%",oily
"Ecuador, Choc. Garage Exclusive - 70.0%", black pepper
"Ecuador, Choc. Garage Exclusive - 70.0%", roasty
Camino Verde - 76.0%,butter
Camino Verde - 76.0%, floral
Camino Verde - 76.0%, rum
Elvesia - 74.0%,mild fruit and spice
Elvesia - 74.0%, roasty
"Alto Beni, Wild Harvest, Limited Ed. - 70.0%",sticky
"Alto Beni, Wild Harvest, Limited Ed. - 70.0%", rich
"Alto Beni, Wild Harvest, Limited Ed. - 70.0%", cherry
Tien Giang - 78.0%,tropical berry
Tien Giang - 78.0%, intense
Lanquin Estate - 70.0%,blackberry
Lanquin Estate - 70.0%, raisns
"Fazenda Camboa, Bahia, batch 17009 - 75.0%",sticky
"Fazenda Camboa, Bahia, batch 17009 - 75.0%", roasty nibs
"Fazenda Camboa, Bahia, batch 17009 - 75.0%", grapes
"Solomon Is.,batch 17158, N.Vela - 72.0%",well defined
"Solomon Is.,batch 17158, N.Vela - 72.0%", creamy
"Solomon Is.,batch 17158, N.Vela - 72.0%", cherry
"Vanua Levu, Matasawalevu - 80.0%",cocoa
"Vanua Levu, Matasawalevu - 80.0%", tea
"Vanua Levu, Matasawalevu - 80.0%", malt
"Akesson P., Sambirano - 72.0%",sticky
"Akesson P., Sambirano - 72.0%", dried fruit
"Akesson P., Sambirano - 72.0%", toast
"Akesson P., Sambirano - 72.0%", cocoa
"Maya Mtn, Toledo - 72.0%",creamy
"Maya Mtn, Toledo - 72.0%", sticky
"Maya Mtn, Toledo - 72.0%", dried fruit
"Northerner, Madagascar and Brazil - 73.0%",burnt honey
"Northerner, Madagascar and Brazil - 73.0%", earthy
"Bachelor's Hall, batch 20240 - 75.0%",sl. bitter
"Bachelor's Hall, batch 20240 - 75.0%", black licorice
"Bachelor's Hall, batch 20240 - 75.0%", dried fig
"Soconusco, Rayen Cacao Co-op, batch 21154 - 72.0%",dried fruit
"Soconusco, Rayen Cacao Co-op, batch 21154 - 72.0%", fig
"Soconusco, Rayen Cacao Co-op, batch 21154 - 72.0%", astringent
"Soconusco, Rayen Cacao Co-op, batch 21154 - 72.0%", sticky
"Sao Tome, Grand Cru Plantation, amelonado - 75.0%",late cocoa
"Sao Tome, Grand Cru Plantation, amelonado - 75.0%", harsh
"Sao Tome, Grand Cru Plantation, amelonado - 75.0%", off notes
"Sao Tome, unroasted, batch UNR-18-003 - 70.0%",cocoa
"Sao Tome, unroasted, batch UNR-18-003 - 70.0%", raw
"Sao Tome, unroasted, batch UNR-18-003 - 70.0%", dirty
"Sao Tome, unroasted, batch UNR-18-003 - 70.0%", chemical
"Sao Tome, batch OST-18-01 - 65.0%",complex
"Sao Tome, batch OST-18-01 - 65.0%", sweet
"Sao Tome, batch OST-18-01 - 65.0%", sour
"Sao Tome, batch OST-18-01 - 65.0%", grassy
"Sao Tome, batch TRI-18-002, trinitario - 75.0%",bland
"Sao Tome, batch TRI-18-002, trinitario - 75.0%", fatty
"Sao Tome, batch TRI-18-002, trinitario - 75.0%", fruit
"Panama, Raven - 72.0%",mild cherry
"Panama, Raven - 72.0%", earthy
"Puerto Cabello, Mantuano - 72.0%",fatty
"Puerto Cabello, Mantuano - 72.0%", rasin
"Puerto Cabello, Mantuano - 72.0%", nutty
Johe - 72.0%,nutty
Johe - 72.0%, caramel
Johe - 72.0%, toffee
Puerto Cabello - 85.0%,intense
Puerto Cabello - 85.0%, spicy
Puerto Cabello - 85.0%, floral
"O'ahu Island, N. Shore, Waialua Estate - 70.0%",creamy
"O'ahu Island, N. Shore, Waialua Estate - 70.0%", nutty
"O'ahu Island, N. Shore, Waialua Estate - 70.0%", fruity
Noir - 70.0%,acidic
Noir - 70.0%, astringent
Noir - 70.0%, unpleasant
"Africa, West Africa - 88.0%",sticky
"Africa, West Africa - 88.0%", floral
Sur del Lago Classificado - 70.0%,long lasting
Sur del Lago Classificado - 70.0%, fruit
Apurimac - 70.0%,floral
Apurimac - 70.0%, olive
Carenero Superior - 70.0%,creamy
Carenero Superior - 70.0%, basic cocoa
"Ocumare 61, Puertomar - 75.0%",sticky
"Ocumare 61, Puertomar - 75.0%", smoke
"Ocumare 61, Puertomar - 75.0%", ham
"Ocumare 61, Puertomar - 75.0%", earthy
Granella - 60.0%,mild spice
Granella - 60.0%, licorice
Madagascar - 70.0%,fruity
Madagascar - 70.0%, basic cocoa
Madagared - 70.0%,smooth
Madagared - 70.0%, banana
Madagared - 70.0%, cocoa
"Java, Javablond - 70.0%",creamy
"Java, Javablond - 70.0%", smokey
"Java, Javablond - 70.0%", tobacco
Porcelana - 70.0%,creamy
Porcelana - 70.0%, complex
Porcelana - 70.0%, coffee
Ecuador - 70.0%,creamy
Ecuador - 70.0%, nuts
Ecuador - 70.0%, woody
Ecuador - 70.0%, cocoa
"Ocumare 67, Puertofino - 70.0%",creamy
"Ocumare 67, Puertofino - 70.0%", mint
"Ocumare 67, Puertofino - 70.0%", tobacco
"Ocumare 67, Puertofino - 70.0%", olive
"Carupano, H. San Jose - 70.0%",cucumber
"Carupano, H. San Jose - 70.0%", hot spices
Teyuna - 70.0%,creamy
Teyuna - 70.0%, woody
Teyuna - 70.0%, earthy
Blend No. 1 - 78.0%,sticky
Blend No. 1 - 78.0%, grassy
Blend No. 1 - 78.0%, coffee
Ilblend - 70.0%,sticky
Ilblend - 70.0%, olive
"Chuao, Hacienda San Jose - 70.0%",subtle
"Chuao, Hacienda San Jose - 70.0%", caramel
"Chuao, Hacienda San Jose - 70.0%", sour milk
"Canoabo, Hacienda San Jose - 70.0%",smooth
"Canoabo, Hacienda San Jose - 70.0%", intense
"Canoabo, Hacienda San Jose - 70.0%", smoke
"Canoabo, Hacienda San Jose - 70.0%", nut
Morogoro - 70.0%,sticky
Morogoro - 70.0%, nutty
Guasare - 70.0%,creamy
Guasare - 70.0%, coffee
Guasare - 70.0%, caramel
"IL100, H. San Jose, batch NDL3A01 - 100.0%",smooth
"IL100, H. San Jose, batch NDL3A01 - 100.0%", fruit
"IL100, H. San Jose, batch NDL3A01 - 100.0%", coffee
"IL100, H. San Jose, batch NDL3A01 - 100.0%", bitter
Hacienda Victoria - 70.0%,floral
Hacienda Victoria - 70.0%, well developed
Hacienda Victoria - 70.0%, creamy
Ocumare 77 - 70.0%,nutty
Ocumare 77 - 70.0%, strawberry
Ocumare 77 - 70.0%, creamy
Tanzania - 70.0%,creamy
Tanzania - 70.0%, sticky
Tanzania - 70.0%, fruit
"Rio Caribe, Batch 7 - 70.0%",burnt rubber
"Rio Caribe, Batch 7 - 70.0%", molasses
"Colombia, Batch 9 - 80.0%",bitter
"Colombia, Batch 9 - 80.0%",molasses
"Colombia, Batch 9 - 80.0%",marshmallow
"Madagascar, Batch 8 - 77.0%",fruity
"Madagascar, Batch 8 - 77.0%", molasses
Non Pariel Estate - 75.0%,licorice
Non Pariel Estate - 75.0%, molasses
Non Pariel Estate - 75.0%, rubber
"Kablon Farm, batch 242 - 71.5%",molasses notes from sugar
"Verapaz, batch 254 - 72.0%",near perfect shine
"Verapaz, batch 254 - 72.0%", cocoa
"Piura, batch 274 - 80.0%",molasses
"Piura, batch 274 - 80.0%", fruit
"Trio Reserve, 2020 h. batch D002 - 78.0%",molasses notes dominate
Oko Caribe - 75.0%,dry
Oko Caribe - 75.0%, earthy
Oko Caribe - 75.0%, walnut
Kokoa Kamili - 70.0%,dry
Kokoa Kamili - 70.0%, sour
Kokoa Kamili - 70.0%, sweet
Kokoa Kamili - 70.0%, mild fruit
Hispaniola - 75.0%,dry
Hispaniola - 75.0%, cocoa
Hispaniola - 75.0%, grassy
Hispaniola - 75.0%, spicy
Star of Ecuador - 70.0%,chalky
Star of Ecuador - 70.0%, bread
Star of Ecuador - 70.0%, dirt
Panama - 70.0%,caramel and cocoa
"Corazon del Ecuador, Calceta beans - 72.0%",rich cocoa
"Corazon del Ecuador, Calceta beans - 72.0%", fruity
"Corazon del Ecuador, Calceta beans - 72.0%", strong floral
Star of Peru - 70.0%,dark forest berry
Star of Peru - 70.0%, spice
"Bocas del Toro, Tierra Oscura - 72.0%",licorice
"Bocas del Toro, Tierra Oscura - 72.0%", leathery
"Nicaliso, Xoco - 71.0%",intense
"Nicaliso, Xoco - 71.0%", almond
