id,manufacturer,company_location,year_reviewed,bean_origin,bar_name,cocoa_percent,num_ingredients,rating,name_distinct
2594,Chocotenango,Estados Unidos,2021,Belize,"Maya Mountain, Toledo",70.0,2.0,3.5,"Maya Mountain, Toledo - 70.0%"
117,Chocovic,España,2007,Ecuador,"Bolivar, Guaranda",71.0,4.0,2.5,"Bolivar, Guaranda - 71.0%"
117,Chocovic,España,2007,Grenada,Guyave,71.0,4.0,2.5,Guyave - 71.0%
117,Chocovic,España,2007,Blend,Maragda,70.0,4.0,3.0,Maragda - 70.0%
209,Chocovic,España,2008,Venezuela,Ocumare,71.0,4.0,3.5,Ocumare - 71.0%
439,Chocovic,España,2009,Blend,Kendari,60.0,4.0,3.25,Kendari - 60.0%
439,Chocovic,España,2009,Blend,Tarakan,75.0,4.0,3.25,Tarakan - 75.0%
478,Chocovic,España,2010,Mexico,Xoconusco,71.0,4.0,3.25,Xoconusco - 71.0%
478,Chocovic,España,2010,Madagascar,Sambirano,71.0,4.0,3.5,Sambirano - 71.0%
1522,Chocovivo,Estados Unidos,2015,Mexico,Tabasco,65.0,2.0,2.5,Tabasco - 65.0%
1522,Chocovivo,Estados Unidos,2015,Mexico,Tabasco,75.0,2.0,2.5,Tabasco - 75.0%
377,Choklat,Canadá,2009,Venezuela,Ocumare,80.0,4.0,2.5,Ocumare - 80.0%
377,Choklat,Canadá,2009,Mexico,"Porcelana, Tabasco",70.0,4.0,2.75,"Porcelana, Tabasco - 70.0%"
377,Choklat,Canadá,2009,Brazil,Brazilian,70.0,4.0,3.0,Brazilian - 70.0%
377,Choklat,Canadá,2009,Brazil,Brazilian,80.0,4.0,3.0,Brazilian - 80.0%
377,Choklat,Canadá,2009,Venezuela,Ocumare,70.0,4.0,3.0,Ocumare - 70.0%
2534,Chokola,Estados Unidos,2020,Guatemala,"Verapaz, 2017 harvest, Batch 14",70.0,2.0,3.5,"Verapaz, 2017 harvest, Batch 14 - 70.0%"
2514,Chokola,Estados Unidos,2020,Venezuela,"Chuao w/ nibs, 2017-2018 harvest, Batch 9",75.0,2.0,3.75,"Chuao w/ nibs, 2017-2018 harvest, Batch 9 - 75.0%"
2534,Chokola,Estados Unidos,2020,Belize,"Maya Mountain, 2017 harvest, Batch 11",70.0,2.0,3.75,"Maya Mountain, 2017 harvest, Batch 11 - 70.0%"
2514,Chokola,Estados Unidos,2020,Madagascar,"Bejofo, 2019 H., Batch 20",67.0,2.0,4.0,"Bejofo, 2019 H., Batch 20 - 67.0%"
2638,Chokola,Estados Unidos,2021,Tanzania,"Kokoa Kamili, harvest 2018",75.0,2.0,3.5,"Kokoa Kamili, harvest 2018 - 75.0%"
2638,Chokola,Estados Unidos,2021,Bolivia,"Wild Tranquilidad, harvest 2018, batch 9",75.0,2.0,3.75,"Wild Tranquilidad, harvest 2018, batch 9 - 75.0%"
1149,Chokolat Elot (Girard),Martinica,2013,Martinique,Guadeloupe,42.0,4.0,2.75,Guadeloupe - 42.0%
2250,Christophe Toury,Estados Unidos,2018,Peru,"Ucayali, batch 1",70.0,2.0,2.75,"Ucayali, batch 1 - 70.0%"
2226,Christopher Elbow,Estados Unidos,2018,Peru,Ucayali,75.0,3.0,3.75,Ucayali - 75.0%
2314,Christopher Elbow,Estados Unidos,2019,Vietnam,"Vietnam, Marou 2017 harvest",72.0,3.0,3.0,"Vietnam, Marou 2017 harvest - 72.0%"
2310,Christopher Elbow,Estados Unidos,2019,Costa Rica,"Hacienda Azul, 2017 harvest",70.0,3.0,3.25,"Hacienda Azul, 2017 harvest - 70.0%"
2310,Christopher Elbow,Estados Unidos,2019,Ecuador,"Camino Verde, 2017 harvest",73.0,3.0,3.5,"Camino Verde, 2017 harvest - 73.0%"
2310,Christopher Elbow,Estados Unidos,2019,Tanzania,"Kokoa Kamili, 2017 harvest",72.0,3.0,3.5,"Kokoa Kamili, 2017 harvest - 72.0%"
2306,Christopher Elbow,Estados Unidos,2019,Dominican Republic,Oko Caribe,72.0,3.0,3.75,Oko Caribe - 72.0%
2310,Christopher Elbow,Estados Unidos,2019,Brazil,"Fazenda Camboa, 2017 harvest",70.0,3.0,4.0,"Fazenda Camboa, 2017 harvest - 70.0%"
666,Christopher Morel (Felchlin),Canadá,2011,Peru,"Maranon Canyon, Fortunato No. 4",68.0,,3.75,"Maranon Canyon, Fortunato No. 4 - 68.0%"
445,Chuao Chocolatier,Estados Unidos,2009,Venezuela,Choroni,61.0,5.0,3.0,Choroni - 61.0%
486,Chuao Chocolatier (Pralus),Estados Unidos,2010,Venezuela,Chuao,77.0,3.0,2.75,Chuao - 77.0%
252,Claudio Corallo,Santo Tomé y Príncipe,2008,Blend,"Principe, Sao Tome & Principe",100.0,,1.0,"Principe, Sao Tome & Principe - 100.0%"
209,Claudio Corallo,Santo Tomé y Príncipe,2008,Blend,Terreiro Velho P. w/ sugar crystals,80.0,3.0,3.0,Terreiro Velho P. w/ sugar crystals - 80.0%
227,Claudio Corallo,Santo Tomé y Príncipe,2008,Blend,"Terreiro Velho P., Sao Tome & Principe",75.0,3.0,3.75,"Terreiro Velho P., Sao Tome & Principe - 75.0%"
470,Claudio Corallo,Santo Tomé y Príncipe,2010,Blend,"Terreiro Velho P., Sao Tome & Principe",73.5,2.0,3.75,"Terreiro Velho P., Sao Tome & Principe - 73.5%"
2630,Cleveland Chocolate Company,Estados Unidos,2021,Dominican Republic,Oko Caribe,70.0,3.0,3.5,Oko Caribe - 70.0%
2630,Cleveland Chocolate Company,Estados Unidos,2021,Haiti,Pisa,79.0,3.0,3.5,Pisa - 79.0%
1486,Cloudforest,Estados Unidos,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, batch 1",73.0,2.0,3.5,"Camino Verde P., Balao, Guayas, 2014, batch 1 - 73.0%"
2474,Coco,Canadá,2020,Peru,Ucayali,70.0,3.0,3.5,Ucayali - 70.0%
2402,Cocoa Carib,Santa Lucía,2019,St. Lucia,St. Lucia,70.0,4.0,2.25,St. Lucia - 70.0%
2606,Cocoa Forge,Estados Unidos,2021,Peru,"Maranon, batch 244PEmaD",68.0,3.0,3.0,"Maranon, batch 244PEmaD - 68.0%"
2606,Cocoa Forge,Estados Unidos,2021,Madagascar,"Sambirano, batch 236MAsaD77",77.0,2.0,3.25,"Sambirano, batch 236MAsaD77 - 77.0%"
2606,Cocoa Forge,Estados Unidos,2021,Colombia,"Tumaco, batch 227COtm",70.0,3.0,3.25,"Tumaco, batch 227COtm - 70.0%"
292,Compania de Chocolate (Salgado),Argentina,2008,Venezuela,Carenero Superior,80.0,,2.75,Carenero Superior - 80.0%
296,Compania de Chocolate (Salgado),Argentina,2008,Ecuador,Esmeraldas,88.0,,2.75,Esmeraldas - 88.0%
292,Compania de Chocolate (Salgado),Argentina,2008,Bolivia,Moxos,72.0,,3.25,Moxos - 72.0%
292,Compania de Chocolate (Salgado),Argentina,2008,Venezuela,Ocumare,70.0,,3.75,Ocumare - 70.0%
579,Compania de Chocolate (Salgado),Argentina,2010,Venezuela,Sur del Lago,70.0,,3.25,Sur del Lago - 70.0%
1630,Condor,Estados Unidos,2015,Ecuador,Camino Verde,76.0,2.0,3.5,Camino Verde - 76.0%
1916,Confluence,Estados Unidos,2016,Vietnam,"Tien Giang, 2015, batch 10-2-16",78.0,2.0,2.75,"Tien Giang, 2015, batch 10-2-16 - 78.0%"
2688,Conjure,Estados Unidos,2021,Philippines,Malah Na Bulong,70.0,3.0,2.5,Malah Na Bulong - 70.0%
2688,Conjure,Estados Unidos,2021,Ivory Coast,"Ivory Coast, Rainforest Alliance, batch 7",70.0,3.0,2.5,"Ivory Coast, Rainforest Alliance, batch 7 - 70.0%"
2684,Conjure,Estados Unidos,2021,Peru,Ucayali,68.0,3.0,3.25,Ucayali - 68.0%
2688,Conjure,Estados Unidos,2021,Tanzania,Kokoa Kamili,75.0,3.0,3.5,Kokoa Kamili - 75.0%
196,Coppeneur,Alemania,2007,Madagascar,"Sambirano, Menava P.",72.0,3.0,3.0,"Sambirano, Menava P. - 72.0%"
220,Coppeneur,Alemania,2008,Mexico,"Porcelana, Tabasco, Mexico",72.0,3.0,3.0,"Porcelana, Tabasco, Mexico - 72.0%"
220,Coppeneur,Alemania,2008,Venezuela,"Porcelana, Venezuela",72.0,3.0,3.0,"Porcelana, Venezuela - 72.0%"
341,Coppeneur,Alemania,2009,Peru,"Porcelana, Apotequil",72.0,3.0,3.0,"Porcelana, Apotequil - 72.0%"
445,Coppeneur,Alemania,2009,Peru,"Porcelana, Apotequil",62.0,3.0,3.25,"Porcelana, Apotequil - 62.0%"
451,Coppeneur,Alemania,2009,Venezuela,Chuao 100hr,70.0,3.0,3.5,Chuao 100hr - 70.0%
451,Coppeneur,Alemania,2009,Venezuela,Chuao 70hr,70.0,3.0,3.75,Chuao 70hr - 70.0%
558,Coppeneur,Alemania,2010,Ecuador,"Los Rios, H. Iara",72.0,3.0,2.5,"Los Rios, H. Iara - 72.0%"
478,Coppeneur,Alemania,2010,Venezuela,Chuao,70.0,3.0,3.0,Chuao - 70.0%
558,Coppeneur,Alemania,2010,Trinidad,Trinidad,72.0,3.0,3.0,Trinidad - 72.0%
470,Coppeneur,Alemania,2010,Grenada,Grenada,72.0,3.0,3.25,Grenada - 72.0%
558,Coppeneur,Alemania,2010,Jamaica,Jamaica,72.0,3.0,3.25,Jamaica - 72.0%
558,Coppeneur,Alemania,2010,Venezuela,Ocumare 61,72.0,3.0,3.25,Ocumare 61 - 72.0%
817,Coppeneur,Alemania,2012,Ecuador,Ecuador Puristique,100.0,,1.5,Ecuador Puristique - 100.0%
813,Coppeneur,Alemania,2012,Ghana,Ghana Puristique,85.0,3.0,3.5,Ghana Puristique - 85.0%
959,Coppeneur,Alemania,2012,Madagascar,Madagascar,70.0,3.0,3.5,Madagascar - 70.0%
821,Coppeneur,Alemania,2012,Blend,"Uba Budo, Sao Tome & Principe",72.0,3.0,3.75,"Uba Budo, Sao Tome & Principe - 72.0%"
1169,Coppeneur,Alemania,2013,Ecuador,"Ecuador, Puristique",65.0,4.0,3.25,"Ecuador, Puristique - 65.0%"
1984,Coppeneur,Alemania,2017,Ghana,Ghana,75.0,3.0,3.75,Ghana - 75.0%
48,Cote d' Or (Kraft),Bélgica,2006,Blend,Sensations Intense,70.0,,1.0,Sensations Intense - 70.0%
971,Cravve,Australia,2012,Tanzania,"Tanzania, batch a1",75.0,3.0,3.25,"Tanzania, batch a1 - 75.0%"
975,Cravve,Australia,2012,Brazil,"Bahia, batch a1213",65.0,3.0,3.25,"Bahia, batch a1213 - 65.0%"
975,Cravve,Australia,2012,Fiji,"Namau Village, N. Taileva P., batch a2812",67.0,3.0,3.25,"Namau Village, N. Taileva P., batch a2812 - 67.0%"
975,Cravve,Australia,2012,Vanuatu,"Vanuatu, batch 2410",64.0,3.0,3.25,"Vanuatu, batch 2410 - 64.0%"
975,Cravve,Australia,2012,Papua New Guinea,"Djual Island, batch 1712",75.0,3.0,3.5,"Djual Island, batch 1712 - 75.0%"
1283,Cravve,Australia,2014,Papua New Guinea,"New Ireland, batch 1702",70.0,3.0,2.5,"New Ireland, batch 1702 - 70.0%"
1335,Cravve,Australia,2014,Vanuatu,"Vanuatu, batch 2410",83.0,3.0,2.75,"Vanuatu, batch 2410 - 83.0%"
1736,Creo,Estados Unidos,2016,Ecuador,"""heirloom"", Arriba Nacional",85.0,3.0,3.25,"""heirloom"", Arriba Nacional - 85.0%"
1736,Creo,Estados Unidos,2016,Ecuador,"""heirloom"", Arriba Nacional",73.0,3.0,3.75,"""heirloom"", Arriba Nacional - 73.0%"
2466,Crow and Moss,Estados Unidos,2020,Dominican Republic,"Zorzal, batch 40",70.0,2.0,3.25,"Zorzal, batch 40 - 70.0%"
2466,Crow and Moss,Estados Unidos,2020,Colombia,"Aruaca, batch 39",70.0,2.0,3.25,"Aruaca, batch 39 - 70.0%"
2502,Crow and Moss,Estados Unidos,2020,Ecuador,"Camino Verde, batch 84",70.0,2.0,3.25,"Camino Verde, batch 84 - 70.0%"
2466,Crow and Moss,Estados Unidos,2020,Honduras,"Wampusirpi, batch 41",70.0,2.0,3.5,"Wampusirpi, batch 41 - 70.0%"
2656,Crow and Moss,Estados Unidos,2021,India,"Anamalai, Pollachi City, batch 148",70.0,2.0,3.75,"Anamalai, Pollachi City, batch 148 - 70.0%"
2526,Cultura,Estados Unidos,2020,Guatemala,"Lachua, Cacao Verapaz, 2018 harvest, batch 20092",70.0,3.0,3.25,"Lachua, Cacao Verapaz, 2018 harvest, batch 20092 - 70.0%"
2522,Cultura,Estados Unidos,2020,Haiti,"Pisa, 2020 harvest, batch 20111",70.0,3.0,3.5,"Pisa, 2020 harvest, batch 20111 - 70.0%"
2522,Cultura,Estados Unidos,2020,Belize,"Maya Mountain, 2020 harvest, batch 20107",75.0,3.0,3.5,"Maya Mountain, 2020 harvest, batch 20107 - 75.0%"
2526,Cultura,Estados Unidos,2020,Mexico,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",70.0,3.0,3.5,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098 - 70.0%"
2622,Cuna de Piedra,México,2021,Mexico,"Comalcalco, Tabasco, b. 2370003, 2019 harvest",73.0,2.0,3.75,"Comalcalco, Tabasco, b. 2370003, 2019 harvest - 73.0%"
785,Daintree,Australia,2011,Australia,"Daintree Estates, N. Queensland",70.0,5.0,3.25,"Daintree Estates, N. Queensland - 70.0%"
1654,Daintree,Australia,2015,Australia,Goodman Estate,70.0,3.0,2.75,Goodman Estate - 70.0%
1928,Dalloway,Estados Unidos,2017,Dominican Republic,"Dominican Republic, batch 7",72.0,2.0,2.75,"Dominican Republic, batch 7 - 72.0%"
1666,Damson,Reiuno Unido,2015,Grenada,Crayfish Bay aka Non Pariel Estate,70.0,3.0,2.25,Crayfish Bay aka Non Pariel Estate - 70.0%
1666,Damson,Reiuno Unido,2015,Nicaragua,O'Payo,70.0,3.0,2.75,O'Payo - 70.0%
1610,Damson,Reiuno Unido,2015,Trinidad,Robson Estate,70.0,3.0,3.0,Robson Estate - 70.0%
1610,Damson,Reiuno Unido,2015,Ecuador,Los Rios,70.0,3.0,3.5,Los Rios - 70.0%
2064,Damson,Reiuno Unido,2018,Blend,"Angel Bar, Nicaragua, Madagascar",65.0,4.0,2.5,"Angel Bar, Nicaragua, Madagascar - 65.0%"
2574,Dancing Lion,Estados Unidos,2021,Puerto Rico,"Puerto Rico, collab w/ USDA (Juan Echevarria)",68.0,4.0,2.5,"Puerto Rico, collab w/ USDA (Juan Echevarria) - 68.0%"
2574,Dancing Lion,Estados Unidos,2021,India,Anamalai,72.0,4.0,3.0,Anamalai - 72.0%
2574,Dancing Lion,Estados Unidos,2021,Peru,"Ucayali, collab w/ USAID & Alanzo Cacao",72.0,4.0,3.5,"Ucayali, collab w/ USAID & Alanzo Cacao - 72.0%"
805,Dandelion,Estados Unidos,2012,Costa Rica,Upala,70.0,2.0,3.0,Upala - 70.0%
805,Dandelion,Estados Unidos,2012,Colombia,Colombian,70.0,2.0,3.25,Colombian - 70.0%
915,Dandelion,Estados Unidos,2012,Dominican Republic,"Elvesia, 2011",70.0,2.0,3.75,"Elvesia, 2011 - 70.0%"
1026,Dandelion,Estados Unidos,2013,Venezuela,"Cumboto, farmer Jose Lugo, batch 1",70.0,2.0,2.75,"Cumboto, farmer Jose Lugo, batch 1 - 70.0%"
1026,Dandelion,Estados Unidos,2013,Venezuela,"Patanemo, batch 3",70.0,2.0,3.25,"Patanemo, batch 3 - 70.0%"
1085,Dandelion,Estados Unidos,2013,Venezuela,"Mantuano, 2012, batch 1",70.0,2.0,3.5,"Mantuano, 2012, batch 1 - 70.0%"
1153,Dandelion,Estados Unidos,2013,Papua New Guinea,"Papua New Guinea, batch 1",70.0,2.0,3.5,"Papua New Guinea, batch 1 - 70.0%"
1303,Dandelion,Estados Unidos,2014,Liberia,Buto,70.0,2.0,2.75,Buto - 70.0%
1219,Dandelion,Estados Unidos,2014,Belize,Maya Mountain,70.0,2.0,3.5,Maya Mountain - 70.0%
1295,Dandelion,Estados Unidos,2014,Ecuador,"Camino Verde P., Balao, Guayas, 2013",70.0,2.0,3.5,"Camino Verde P., Balao, Guayas, 2013 - 70.0%"
1387,Dandelion,Estados Unidos,2014,Dominican Republic,"San Francisco de Macoris, Cibao region",70.0,2.0,3.75,"San Francisco de Macoris, Cibao region - 70.0%"
1446,Dandelion,Estados Unidos,2015,Belize,"Maya Mtn., Break Bar- Snark",70.0,2.0,3.0,"Maya Mtn., Break Bar- Snark - 70.0%"
1816,Dandelion,Estados Unidos,2016,Dominican Republic,"Zorzal Reserva, 2015 H., Kerchner",70.0,2.0,3.75,"Zorzal Reserva, 2015 H., Kerchner - 70.0%"
2024,Dandelion,Estados Unidos,2017,Costa Rica,"Hacienda Azul, 2016 Harvest",70.0,2.0,3.0,"Hacienda Azul, 2016 Harvest - 70.0%"
2178,Dandelion,Estados Unidos,2018,Sierra Leone,"Gola Rainforest, 2017 harvest",70.0,2.0,3.0,"Gola Rainforest, 2017 harvest - 70.0%"
2178,Dandelion,Estados Unidos,2018,Honduras,"WAMPU, La Mosquitia, 2017 harvest",70.0,2.0,3.25,"WAMPU, La Mosquitia, 2017 harvest - 70.0%"
2178,Dandelion,Estados Unidos,2018,India,"Anamalai, 2017 harvest",70.0,2.0,3.5,"Anamalai, 2017 harvest - 70.0%"
2386,Dandelion,Estados Unidos,2019,Vietnam,"Ben Tre, 2018 Harvest",70.0,2.0,3.5,"Ben Tre, 2018 Harvest - 70.0%"
2602,Dandelion,Estados Unidos,2021,Guatemala,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",70.0,2.0,2.75,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1 - 70.0%"
2602,Dandelion,Estados Unidos,2021,India,"Anamalai, 2018 H., batch 1",70.0,2.0,2.75,"Anamalai, 2018 H., batch 1 - 70.0%"
2550,Dandelion,Estados Unidos,2021,Peru,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",70.0,2.0,3.25,"Piura Blanco, 2015 h.,Norandino Coop, batch 1 - 70.0%"
2602,Dandelion,Estados Unidos,2021,India,"Anamalai, 2019 H., batch 1, nutmeg fermentation",70.0,2.0,3.25,"Anamalai, 2019 H., batch 1, nutmeg fermentation - 70.0%"
2546,Dandelion,Estados Unidos,2021,Tanzania,"Kokoa Kamili, 2017 h., batch 2",70.0,2.0,3.5,"Kokoa Kamili, 2017 h., batch 2 - 70.0%"
2550,Dandelion,Estados Unidos,2021,Dominican Republic,"Zorzal Estate, 2016 h., batch 1",70.0,2.0,3.5,"Zorzal Estate, 2016 h., batch 1 - 70.0%"
2546,Dandelion,Estados Unidos,2021,Brazil,"Vale Potumuju, 2019 h., batch 1",70.0,2.0,4.0,"Vale Potumuju, 2019 h., batch 1 - 70.0%"
654,Dandelion (aka Brower Ave),Estados Unidos,2011,Dominican Republic,Dominican Republic,70.0,2.0,3.25,Dominican Republic - 70.0%
654,Dandelion (aka Brower Ave),Estados Unidos,2011,Madagascar,Madagascar,70.0,2.0,3.25,Madagascar - 70.0%
654,Dandelion (aka Brower Ave),Estados Unidos,2011,Tanzania,Tanzania,70.0,2.0,3.25,Tanzania - 70.0%
2550,Dandelion (Japan),Estados Unidos,2021,Dominican Republic,"Zorzal Estate, 2017 h.",70.0,2.0,3.0,"Zorzal Estate, 2017 h. - 70.0%"
423,Danta,Guatemala,2009,Guatemala,Las Acacias E.,75.0,4.0,3.0,Las Acacias E. - 75.0%
423,Danta,Guatemala,2009,Guatemala,Las Acacias E.,60.0,4.0,3.25,Las Acacias E. - 60.0%
661,Danta,Guatemala,2011,Guatemala,Los Ujuxtes,60.0,4.0,3.5,Los Ujuxtes - 60.0%
987,Danta,Guatemala,2012,Venezuela,Chuao,75.0,4.0,3.0,Chuao - 75.0%
991,Danta,Guatemala,2012,Guatemala,"Oscuro, Finca Chimelb",70.0,2.0,3.25,"Oscuro, Finca Chimelb - 70.0%"
987,Danta,Guatemala,2012,Guatemala,Los Ujuxtes,70.0,2.0,3.75,Los Ujuxtes - 70.0%
987,Danta,Guatemala,2012,Madagascar,Sambirano,70.0,2.0,3.75,Sambirano - 70.0%
987,Danta,Guatemala,2012,Guatemala,Las Acacias E.,70.0,2.0,4.0,Las Acacias E. - 70.0%
1223,Danta,Guatemala,2014,Guatemala,Los Ujuxtes,82.0,4.0,3.25,Los Ujuxtes - 82.0%
1920,DAR,Estados Unidos,2016,Venezuela,"Venezuela, batch 122",72.0,2.0,2.75,"Venezuela, batch 122 - 72.0%"
1920,DAR,Estados Unidos,2016,Vietnam,Vietnam,72.0,2.0,3.0,Vietnam - 72.0%
1920,DAR,Estados Unidos,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",70.0,2.0,3.25,"DUO, batch 002, Ecuador, Costa Rica - 70.0%"
2342,Darcis,Bélgica,2019,Peru,Piura,72.0,4.0,3.0,Piura - 72.0%
2342,Darcis,Bélgica,2019,Vietnam,Mekong Delta,70.0,4.0,3.25,Mekong Delta - 70.0%
1550,Dark Forest,Estados Unidos,2015,Madagascar,Madagascar,70.0,3.0,3.0,Madagascar - 70.0%
1554,Dark Forest,Estados Unidos,2015,Tanzania,Tanzania,70.0,3.0,3.0,Tanzania - 70.0%
1550,Dark Forest,Estados Unidos,2015,Venezuela,Ocumare,70.0,3.0,3.25,Ocumare - 70.0%
1554,Dark Forest,Estados Unidos,2015,Ecuador,Ecuador,70.0,3.0,3.25,Ecuador - 70.0%
1708,Dark Forest,Estados Unidos,2016,Bolivia,Bolivia,75.0,3.0,3.25,Bolivia - 75.0%
907,Davis,Estados Unidos,2012,Blend,West Africa,58.0,4.0,3.25,West Africa - 58.0%
1093,Davis,Estados Unidos,2013,Ghana,Ghana,70.0,4.0,2.5,Ghana - 70.0%
1093,Davis,Estados Unidos,2013,Dominican Republic,Rainforest,70.0,4.0,2.75,Rainforest - 70.0%
1093,Davis,Estados Unidos,2013,Venezuela,Venezuela,70.0,4.0,2.75,Venezuela - 70.0%
1462,De Mendes,Baasil,2015,Brazil,"Nativo, Varzea",72.0,3.0,3.5,"Nativo, Varzea - 72.0%"
1462,De Mendes,Baasil,2015,Brazil,"Selvagem, Jari",65.0,3.0,3.5,"Selvagem, Jari - 65.0%"
1832,De Villiers,Sudáfrica,2016,Uganda,Bundibugyo District,70.0,3.0,2.5,Bundibugyo District - 70.0%
1832,De Villiers,Sudáfrica,2016,Madagascar,"Sambirano Valley, batch 2477",70.0,3.0,3.0,"Sambirano Valley, batch 2477 - 70.0%"
170,Dean and Deluca (Belcolade),Estados Unidos,2007,Madagascar,Madagascar,66.0,4.0,2.5,Madagascar - 66.0%
175,Dean and Deluca (Belcolade),Estados Unidos,2007,Costa Rica,Costa Rica,64.0,4.0,3.0,Costa Rica - 64.0%
175,Dean and Deluca (Belcolade),Estados Unidos,2007,Ecuador,Ecuador,71.0,4.0,3.0,Ecuador - 71.0%
175,Dean and Deluca (Belcolade),Estados Unidos,2007,Ghana,Ghana,60.0,4.0,3.0,Ghana - 60.0%
180,Dean and Deluca (Belcolade),Estados Unidos,2007,Papua New Guinea,Papua New Guinea,64.0,4.0,3.0,Papua New Guinea - 64.0%
180,Dean and Deluca (Belcolade),Estados Unidos,2007,Peru,Peru,64.0,4.0,3.0,Peru - 64.0%
263,Debauve & Gallais (Michel Cluizel),Francia,2008,Venezuela,Venezuela,66.0,4.0,3.75,Venezuela - 66.0%
423,Debauve & Gallais (Michel Cluizel),Francia,2009,Papua New Guinea,Papua New Guinea,64.0,4.0,3.0,Papua New Guinea - 64.0%
2222,Definite,República Dominicana,2018,Dominican Republic,Elvesia,70.0,2.0,2.5,Elvesia - 70.0%
2222,Definite,República Dominicana,2018,Dominican Republic,Duarte Province,70.0,2.0,2.5,Duarte Province - 70.0%
2222,Definite,República Dominicana,2018,Dominican Republic,Duarte Province,80.0,2.0,3.0,Duarte Province - 80.0%
1916,Desbarres,Canadá,2016,Tanzania,"Kilombero, batch 41",72.0,2.0,2.5,"Kilombero, batch 41 - 72.0%"
2422,Desbarres,Canadá,2019,Guatemala,"Monte Grande, batch 178",72.0,2.0,3.0,"Monte Grande, batch 178 - 72.0%"
166,DeVries,Estados Unidos,2007,Costa Rica,Costa Rica,77.0,2.0,3.5,Costa Rica - 77.0%
166,DeVries,Estados Unidos,2007,Dominican Republic,Dominican Republic,77.0,2.0,3.5,Dominican Republic - 77.0%
241,DeVries,Estados Unidos,2008,Bolivia,Bolivian,80.0,2.0,2.75,Bolivian - 80.0%
661,Dick Taylor,Estados Unidos,2011,Madagascar,Sambirano,80.0,2.0,2.75,Sambirano - 80.0%
682,Dick Taylor,Estados Unidos,2011,Venezuela,Mantuano,75.0,2.0,2.75,Mantuano - 75.0%
769,Dick Taylor,Estados Unidos,2011,Dominican Republic,La Red,74.0,2.0,3.0,La Red - 74.0%
769,Dick Taylor,Estados Unidos,2011,Ecuador,Ecuador,70.0,2.0,3.25,Ecuador - 70.0%
895,Dick Taylor,Estados Unidos,2012,Bolivia,Bolivia,75.0,2.0,2.75,Bolivia - 75.0%
1034,Dick Taylor,Estados Unidos,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",70.0,2.0,3.25,"Ecuador, Choc. Garage Exclusive - 70.0%"
1193,Dick Taylor,Estados Unidos,2013,Ecuador,Camino Verde,76.0,2.0,3.5,Camino Verde - 76.0%
1235,Dick Taylor,Estados Unidos,2014,Dominican Republic,Elvesia,74.0,2.0,3.5,Elvesia - 74.0%
1634,Dick Taylor,Estados Unidos,2015,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",70.0,2.0,3.75,"Alto Beni, Wild Harvest, Limited Ed. - 70.0%"
1864,Dick Taylor,Estados Unidos,2016,Vietnam,Tien Giang,78.0,2.0,3.5,Tien Giang - 78.0%
1952,Dick Taylor,Estados Unidos,2017,Guatemala,Lanquin Estate,70.0,2.0,3.75,Lanquin Estate - 70.0%
1972,Dick Taylor,Estados Unidos,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",75.0,2.0,3.75,"Fazenda Camboa, Bahia, batch 17009 - 75.0%"
2016,Dick Taylor,Estados Unidos,2017,Solomon Islands,"Solomon Is.,batch 17158, N.Vela",72.0,2.0,4.0,"Solomon Is.,batch 17158, N.Vela - 72.0%"
2258,Dick Taylor,Estados Unidos,2018,Fiji,"Vanua Levu, Matasawalevu",80.0,2.0,3.75,"Vanua Levu, Matasawalevu - 80.0%"
2434,Dick Taylor,Estados Unidos,2019,Madagascar,"Akesson P., Sambirano",72.0,2.0,3.75,"Akesson P., Sambirano - 72.0%"
2270,Dick Taylor,Estados Unidos,2019,Belize,"Maya Mtn, Toledo",72.0,2.0,4.0,"Maya Mtn, Toledo - 72.0%"
2466,Dick Taylor,Estados Unidos,2020,Blend,"Northerner, Madagascar and Brazil",73.0,2.0,3.5,"Northerner, Madagascar and Brazil - 73.0%"
2554,Dick Taylor,Estados Unidos,2021,Jamaica,"Bachelor's Hall, batch 20240",75.0,2.0,3.75,"Bachelor's Hall, batch 20240 - 75.0%"
2656,Dick Taylor,Estados Unidos,2021,Mexico,"Soconusco, Rayen Cacao Co-op, batch 21154",72.0,2.0,4.0,"Soconusco, Rayen Cacao Co-op, batch 21154 - 72.0%"
2406,Diogo Vaz,Santo Tomé y Príncipe,2019,Sao Tome,"Sao Tome, Grand Cru Plantation, amelonado",75.0,4.0,2.5,"Sao Tome, Grand Cru Plantation, amelonado - 75.0%"
2402,Diogo Vaz,Santo Tomé y Príncipe,2019,Sao Tome,"Sao Tome, unroasted, batch UNR-18-003",70.0,4.0,2.75,"Sao Tome, unroasted, batch UNR-18-003 - 70.0%"
